id_cliente,nombre,email,pais,ciudad,fecha_cumpleaños
302,Amílcar Jurado Miralles,haydeeneira@zabala.net,Colombia,Barranquilla,11/9/2004
303,Brígida Ballester Alberdi,kvalcarcel@tur.net,Colombia,Cali,16/12/1962
304,Consuelo Pinedo,cayetanosegovia@yahoo.com,Colombia,Barranquilla,14/6/1993
305,Estela Carrera Valencia,quintanillaseve@abad.org,Colombia,Bucaramanga,23/3/2005
306,Evita Parra Ballester,jmarmol@suarez.com,Colombia,Barranquilla,15/5/2004
307,Abel del Padilla,judith10@gmail.com,Colombia,Bogotá,18/5/1987
308,Edu Ferrández Expósito,dgarriga@neira.es,Colombia,Cali,9/4/2005
309,Beatriz Sanjuan-Sebastián,hacosta@atienza.com,Colombia,Medellín,7/4/1968
310,Guillermo Montserrat Varela,rhurtado@yahoo.com,Colombia,Bogotá,7/5/1990
311,Bruno Rey Vila,leonor83@gmail.com,Colombia,Bogotá,22/4/1979
312,Águeda Cazorla Enríquez,ortunochita@yahoo.com,Colombia,Cali,12/11/1995
313,Valentín Teo Rocamora Alberto,piquerespiridion@barbero.org,Colombia,Bucaramanga,13/1/2006
314,Camilo Barrios-Marquez,palmerodalys@calatayud-gomez.es,Colombia,Medellín,26/11/2006
315,Osvaldo Nazaret Arévalo Pizarro,jmilla@gmail.com,Colombia,Bogotá,20/8/1976
316,Martín Salazar,marisol98@ferrandiz.es,Colombia,Bogotá,6/8/1964
317,Chema Vilaplana Carreras,romeroleon@hotmail.com,Colombia,Medellín,25/6/1970
318,Soraya Jara-Adán,ccortina@gmail.com,Colombia,Bucaramanga,29/12/1962
319,Soledad Nadia Mascaró Trujillo,mollbegona@gmail.com,Colombia,Cali,3/3/1964
320,Candela Ricart,olmedoismael@gmail.com,Colombia,Bogotá,31/1/1984
321,César Renato Taboada Agullo,victor-manuel39@hervas.es,Colombia,Bogotá,28/12/1976
322,Paloma del Amat,ctorrecilla@yahoo.com,Colombia,Bucaramanga,2/7/1994
323,Atilio Diego Aguilera,herminiagarces@rodrigo.es,Colombia,Medellín,20/3/2006
324,Albano Segovia Mármol,beltranbaltasar@infante.com,Colombia,Barranquilla,9/4/1987
325,Javiera Quiroga Roselló,porrasignacia@gmail.com,Colombia,Cali,11/8/2001
326,Reyes Arroyo Belmonte,manjonmiriam@hotmail.com,Colombia,Cali,2/6/1965
327,Roberto Isidoro Pizarro Prats,icrespi@cerezo.es,Colombia,Bucaramanga,3/5/1969
328,Nilo Vicente Perea Alba,arnaizadelardo@prado.net,Colombia,Medellín,12/8/1987
329,Bibiana Cuevas,encarnitairiarte@carbo.com,Colombia,Bucaramanga,7/12/1996
330,Espiridión Bautista Iglesia,lucilatorrens@palau-castellanos.net,Colombia,Barranquilla,9/9/2001
331,Vinicio Ferrer Moll,nmoya@hotmail.com,Colombia,Barranquilla,14/4/1999
332,Lorenzo Pastor Molina,adalbertomillan@gmail.com,Colombia,Medellín,21/2/2003
333,Eliana Palomares Cañizares,csevillano@yahoo.com,Colombia,Medellín,26/1/1997
334,Chucho Bilbao Lozano,juan-josebenito@benet.com,Colombia,Bucaramanga,7/9/1999
335,Wilfredo Arco,xcomas@yahoo.com,Colombia,Medellín,27/8/1999
336,Bonifacio Jesús Vallejo Vicens,gpascual@haro.com,Colombia,Bogotá,14/5/1970
337,Lorenzo Coll Tomás,gilabertmaria@yahoo.com,Colombia,Cali,9/7/1977
338,Cruz Arnau Gabaldón,dsoria@gmail.com,Colombia,Medellín,1/8/1981
339,Pastor Vázquez Llanos,renatopinedo@yahoo.com,Colombia,Medellín,26/8/1976
340,Yésica Gisbert Villalonga,olga57@yahoo.com,Colombia,Medellín,27/12/1968
341,Caridad Grau Benítez,eutimioestevez@gmail.com,Colombia,Bogotá,2/8/1967
342,Hipólito del Carballo,ntello@hotmail.com,Colombia,Barranquilla,29/6/1987
343,Domingo Aroca Castell,evavila@collado.com,Colombia,Barranquilla,9/9/1994
344,María Belén Alfonso Luque,vidalsoto@donaire-gimenez.es,Colombia,Cali,7/3/1999
345,Mateo Vicente Lamas,agata79@bayona.es,Colombia,Cali,28/8/1960
346,Juan Carlos Varela,eloisabarcena@gmail.com,Colombia,Bucaramanga,7/5/2000
347,Valentín Vaquero Carpio,mcastillo@abella.es,Colombia,Barranquilla,3/1/2007
348,Inés Grande,lordonez@hotmail.com,Colombia,Bogotá,22/8/1968
349,Jorge Guerrero-Blanes,mjimenez@gmail.com,Colombia,Bucaramanga,2/2/1995
350,Juan Bautista Aguilar Perez,sebastian51@rojas.org,Colombia,Bogotá,9/5/1988
351,Flavia Llorens-Puerta,ltolosa@tomas-izaguirre.org,Colombia,Medellín,16/8/1986
352,Teófilo Carrera Gras,corneliogarmendia@hotmail.com,Colombia,Medellín,24/7/1982
353,María Luisa de Cuevas,boupalmira@gmail.com,Colombia,Cali,27/2/1989
354,Amílcar Jódar Girona,arellanolourdes@yahoo.com,Colombia,Bogotá,8/3/2004
355,Eloísa Barceló,asaavedra@villegas.net,Colombia,Medellín,30/4/2000
356,Lorena Guardiola,palomaresjorge@abad.org,Colombia,Barranquilla,6/2/2005
357,Graciela Fonseca Villaverde,boschcarmela@oliveras-olivera.org,Colombia,Barranquilla,7/10/1972
358,Íngrid Quintero Acuña,santosvelasco@gmail.com,Colombia,Cali,22/7/1979
359,Azahar Vilanova Jiménez,kpi@yahoo.com,Colombia,Bucaramanga,24/8/1982
360,Nieves Serna Amorós,jordaborja@yahoo.com,Colombia,Medellín,31/3/2007
361,Salomón del Revilla,lagojose-ramon@yahoo.com,Colombia,Bogotá,17/5/2005
362,Angelita Escalona Tamayo,isaias94@gmail.com,Colombia,Bucaramanga,12/2/1973
363,Quirino de Lara,hermenegildoiborra@palacio.com,Colombia,Bogotá,4/9/2004
364,María Luisa Agudo Arnal,estela57@hotmail.com,Colombia,Bucaramanga,23/12/1971
365,Elisa Puga,baltasarzaragoza@tejera-antunez.es,Colombia,Barranquilla,5/6/1971
366,Azeneth Villegas Seguí,alberoileana@gmail.com,Colombia,Cali,22/5/1966
367,Fidela Jover Exposito,julio-cesarsoto@hotmail.com,Colombia,Bucaramanga,18/1/1972
368,Imelda Galvez Rius,ricarda64@yahoo.com,Colombia,Bogotá,15/6/1968
369,Noelia Granados-Cabo,catalinarosell@yahoo.com,Colombia,Cali,16/9/1969
370,Rosenda Agustí Egea,ocanizares@hotmail.com,Colombia,Bucaramanga,24/8/1992
371,Edgardo Lisandro Asenjo Puig,benitogarriga@tamayo-barcena.es,Colombia,Medellín,4/2/1984
372,Manuelita Jiménez Núñez,wcarrion@flor.es,Colombia,Barranquilla,8/4/1994
373,Remedios Salvador Bermudez,abigail22@hotmail.com,Colombia,Cali,28/6/2002
374,Marianela Graciela Bellido Bernad,javier55@manuel.org,Colombia,Bucaramanga,30/3/1984
375,Loreto Sanjuan-Riba,ricardaalvarado@guitart.org,Colombia,Medellín,21/11/1970
376,Aroa Bustos Bartolomé,amomaria-manuela@yahoo.com,Colombia,Bucaramanga,23/5/1977
377,Calixta Anselma Porta Mendoza,malenaluz@cases-castro.com,Colombia,Barranquilla,7/9/2004
378,Teodora Morell Tamayo,carlota72@hotmail.com,Colombia,Cali,13/3/2000
379,Melania Royo Zabaleta,alma83@gmail.com,Colombia,Medellín,3/6/1984
380,Dorita Cortés Mateos,zabalaofelia@nunez.es,Colombia,Medellín,3/1/1993
381,Emperatriz Agullo Ros,natividadaguilar@hotmail.com,Colombia,Bucaramanga,20/7/1987
382,Isa del Iborra,opineda@bernad-roca.net,Colombia,Bucaramanga,29/8/2003
383,Rufina del Rey,esparzaelias@cano-sarabia.es,Colombia,Bogotá,28/11/2001
384,Cecilia Montes Aliaga,alonsogilberto@lujan.com,Colombia,Medellín,2/2/1960
385,Artemio de Alcolea,octaviorivera@yahoo.com,Colombia,Bucaramanga,31/1/1991
386,Fito Bernat Coll,maura61@soriano.org,Colombia,Bogotá,31/10/1967
387,Guadalupe del Huertas,edgarburgos@galindo.org,Colombia,Bogotá,6/5/2002
388,Ramón Viñas Carvajal,mmartin@yahoo.com,Colombia,Bucaramanga,9/5/1974
389,Desiderio Rovira Morata,narcisallorente@carretero.com,Colombia,Barranquilla,15/7/2006
390,Noemí Cortina Pera,faustovalero@nevado.com,Colombia,Bucaramanga,24/5/2003
391,Pascual Campo Casas,maximilianoolivera@yahoo.com,Colombia,Bogotá,8/6/2006
392,Felisa Cañizares Iglesia,jrio@trillo-falco.com,Colombia,Cali,29/5/1991
393,Toño Cueto-Bayón,qmarques@pedraza.es,Colombia,Medellín,14/9/2001
394,Renata Haro Montes,hfalco@valencia.es,Colombia,Barranquilla,11/6/1981
395,Atilio Zabala Batlle,gasparangulo@campo.net,Colombia,Medellín,22/5/1998
396,Máxima Trillo Zaragoza,pazosismael@hotmail.com,Colombia,Barranquilla,26/9/1973
397,Áurea Bernal Solé,celestina65@barragan.com,Colombia,Cali,1/11/1964
398,Juan Antonio Caballero,bernarditapol@ferrando.net,Colombia,Barranquilla,6/7/1997
399,Piedad Camacho Palma,kcalvet@gmail.com,Colombia,Bucaramanga,1/7/1982
400,Juanito Salazar Ortuño,ramona56@hotmail.com,Colombia,Bucaramanga,17/7/1981
401,Dalila Marcela Gargallo Perez,victor76@gmail.com,Colombia,Barranquilla,27/1/2000
402,Juan Antonio Cepeda Matas,ivan35@llorente.com,Colombia,Bogotá,10/11/1990
403,Calixta Chacón Landa,joanjaen@yahoo.com,Colombia,Bucaramanga,27/9/1986
404,África Gelabert-Berenguer,fduran@hotmail.com,Colombia,Bogotá,28/3/2003
405,Alejo Pío Pizarro Bermudez,pablo66@gonzalez.com,Colombia,Medellín,9/4/1980
406,Alondra Montaña,ani32@pozo.com,Colombia,Bogotá,2/4/1979
407,Brunilda Catalán Navarrete,javiles@jauregui-blazquez.es,Colombia,Bucaramanga,8/1/2007
408,Rico Cepeda Terrón,pprats@ferrandez.net,Colombia,Bogotá,18/10/1988
409,Noa Borrás Capdevila,wpavon@gmail.com,Colombia,Cali,11/12/1999
410,Rogelio Mayol Dominguez,ccoello@gmail.com,Colombia,Medellín,3/3/2006
411,Calixta Boada Capdevila,estelacoloma@alcala-nunez.com,Colombia,Cali,6/8/1991
412,Fito Gallart Galán,carlota79@cid.com,Colombia,Medellín,16/8/1963
413,Cornelio Ruperto Linares Baena,batlleroman@hotmail.com,Colombia,Barranquilla,13/6/2004
414,Teresa Campos Aliaga,yguardia@hotmail.com,Colombia,Cali,6/7/1992
415,Luisina Anunciación Estrada Flor,arinojose-miguel@hotmail.com,Colombia,Bucaramanga,14/11/1992
416,Petrona Crespo Alfaro,pedro43@hotmail.com,Colombia,Barranquilla,2/10/1963
417,Valentín Pombo-Andreu,evaristonoguera@yahoo.com,Colombia,Cali,16/7/1985
418,Nidia Gordillo,constanzacorominas@yahoo.com,Colombia,Bogotá,9/12/1981
419,Macarena Catalá Gabaldón,rosaliacervera@zabaleta-cepeda.es,Colombia,Bucaramanga,20/12/1997
420,Federico Bauzà Carrasco,primitiva20@riba-reina.org,Colombia,Bogotá,13/11/2002
421,Carlos Expósito-Campillo,amanciolasa@gual.com,Colombia,Bogotá,11/5/2006
422,Benita Vallés Somoza,reyesponce@yahoo.com,Colombia,Bogotá,4/9/1970
423,Daniel Antúnez,lermaseve@gmail.com,Colombia,Cali,14/6/1973
424,Chus Saavedra Trillo,bhuerta@yahoo.com,Colombia,Barranquilla,1/6/1985
425,Georgina Zapata Arenas,csaura@villena.es,Colombia,Medellín,22/11/1985
426,Ramona Avilés,valerio64@serra-delgado.es,Colombia,Barranquilla,30/3/1963
427,Yaiza Cisneros,ubotella@hotmail.com,Colombia,Bogotá,16/5/1999
428,Bernarda del Reyes,lamaya@yahoo.com,Colombia,Bucaramanga,1/9/1965
429,Felix Céspedes-Casals,sanchofabiana@blazquez-zabaleta.es,Colombia,Bucaramanga,24/12/1996
430,Amada Donaire Naranjo,rupertacoca@aznar.org,Colombia,Cali,24/11/1989
431,Matías Cipriano Carpio Catalá,isernalbano@valenciano-valenzuela.com,Colombia,Bucaramanga,16/4/1974
432,Mónica Tamarit-Santiago,mbernad@hotmail.com,Colombia,Cali,11/10/1996
433,Martín Galiano-Avilés,bartolomeoller@codina.org,Colombia,Bogotá,13/11/1962
434,Horacio Escalona Cuéllar,xavierpalomino@gmail.com,Colombia,Bucaramanga,25/11/1979
435,Flor Pinilla Bauzà,marcoadriana@gmail.com,Colombia,Bucaramanga,16/3/1978
436,Lucila Riba Zamorano,emmabarragan@angel.es,Colombia,Medellín,17/12/2000
437,Dora Zaragoza Otero,uvizcaino@valenciano.net,Colombia,Bucaramanga,22/8/1959
438,Albano Sola Carranza,criba@olmo-garay.com,Colombia,Bogotá,11/9/1978
439,Ruperto Bauzà-Mena,maria-fernanda01@hotmail.com,Colombia,Cali,25/6/1986
440,María Manuela Andres-Echevarría,perla57@aranda-cerdan.es,Colombia,Bogotá,16/11/1990
441,Visitación del Sevillano,vazquezmarcelino@hotmail.com,Colombia,Barranquilla,31/12/1995
442,Cristóbal Mármol Otero,lisandroanguita@perez-daza.es,Colombia,Medellín,26/6/1967
443,Patricio Timoteo Miranda Angulo,fbolanos@gmail.com,Colombia,Cali,15/2/1980
444,Juan Francisco Mate,perellomilagros@franch.es,Colombia,Barranquilla,17/5/1992
445,Calista Falcón,tzabaleta@yahoo.com,Colombia,Medellín,21/3/1966
446,Nicolasa Cazorla,segoviaroldan@yuste.org,Colombia,Bucaramanga,22/12/1999
447,Flavio Solera Arteaga,alonso94@gallego.net,Colombia,Medellín,2/10/1995
448,Reina Sainz Carpio,faustollanos@gmail.com,Colombia,Bucaramanga,12/8/1997
449,Aroa Gabaldón,kike24@hotmail.com,Colombia,Bucaramanga,18/5/1964
450,Mariano Victor Manuel Nevado Salcedo,ambrosiosotelo@ayuso.com,Colombia,Barranquilla,15/3/1986
451,Pastor Salmerón Pagès,olimpia38@gmail.com,Colombia,Bucaramanga,1/7/1968
452,Santos Solís Cabanillas,isaura77@gmail.com,Colombia,Bucaramanga,7/7/2001
453,Yago Parra-Pou,modesta57@andres-bas.es,Colombia,Bogotá,7/2/1992
454,Soraya Donaire Lumbreras,apoloniacalderon@yahoo.com,Colombia,Bucaramanga,18/5/1997
455,Ruy Matas Serra,ngomez@gmail.com,Colombia,Bucaramanga,25/8/1985
456,Francisco Galindo Rosa,candelas32@hotmail.com,Colombia,Bogotá,9/8/1998
457,Aurora Sierra Morell,techeverria@banos-camps.es,Colombia,Barranquilla,4/6/2003
458,Artemio Gelabert Chamorro,gertrudiscompany@manuel-porta.es,Colombia,Bucaramanga,28/11/2005
459,Emperatriz Mayo Royo,aguiloemma@hotmail.com,Colombia,Bogotá,20/7/1979
460,Gil Baena Abascal,lujanrosenda@gmail.com,Colombia,Bucaramanga,26/4/2007
461,Georgina Monreal-Piñeiro,irozas@gmail.com,Colombia,Medellín,29/12/1968
462,Leopoldo Planas,scorrea@hotmail.com,Colombia,Bogotá,27/4/1960
463,Moisés Alcázar Cobo,fcerdan@gmail.com,Colombia,Cali,8/11/2006
464,Íngrid Imelda Escolano Santos,wplanas@gmail.com,Colombia,Bogotá,2/9/2000
465,Luis Valentín Guzmán,cpedraza@gmail.com,Colombia,Cali,12/8/1984
466,Luis Ángel Tirado Bernal,adela81@borrego.com,Colombia,Barranquilla,14/2/1963
467,Luna Alba Somoza,amunoz@yahoo.com,Colombia,Barranquilla,6/12/1970
468,Ovidio Mateu Juliá,kdominguez@manzanares.com,Colombia,Barranquilla,22/2/1965
469,José Antonio Benítez Lobo,encarnacionlucas@yahoo.com,Colombia,Cali,14/2/1967
470,Carmelita Yéssica Corbacho Salom,juan-carlosguzman@yahoo.com,Colombia,Cali,3/6/1995
471,Francisco Javier Blasco Codina,xrey@garate-sacristan.com,Colombia,Bucaramanga,5/1/1983
472,Miguel Ángel Lamas Carmona,abrilpujadas@mata-tamayo.net,Colombia,Bucaramanga,28/1/1986
473,Dorotea Codina Royo,aurea76@moles.es,Colombia,Bogotá,27/11/2003
474,Florencio León-Lasa,fatima96@herranz-ferrero.es,Colombia,Barranquilla,17/10/1996
475,Nicodemo Aguirre Bayo,hcabanas@salmeron.net,Colombia,Bucaramanga,2/9/1972
476,Albano Briones Barberá,carreterochema@castillo.com,Colombia,Medellín,30/7/1979
477,Nadia Benitez Santana,qmorales@gmail.com,Colombia,Bucaramanga,11/10/1963
478,Gala Méndez Barrena,gaspar71@yahoo.com,Colombia,Medellín,1/4/1986
479,Mohamed Téllez Camps,ngil@camino.com,Colombia,Bucaramanga,28/4/1964
480,Pascuala Iglesia-Salmerón,pcomas@abascal.org,Colombia,Bogotá,22/12/1981
481,Maricela Acevedo Villalba,zrubio@hotmail.com,Colombia,Cali,25/11/1974
482,Gregorio Toledo Carrión,isabel46@gmail.com,Colombia,Medellín,30/11/1995
483,Anita Segura Manjón,casandraariza@feijoo-martinez.es,Colombia,Barranquilla,29/5/2006
484,Lara Blazquez Río,andres-felipeferrando@gomez.es,Colombia,Bogotá,25/4/1996
485,Josep Juanito Sancho Alegre,basilio50@carrasco-galan.es,Colombia,Barranquilla,15/12/1998
486,Óscar de Arco,ealiaga@arroyo.com,Colombia,Bucaramanga,6/12/1962
487,Segismundo Régulo Cabanillas Sastre,caminodanilo@gimenez-barroso.net,Colombia,Cali,11/9/2005
488,Eufemia Carrillo Cervantes,maria-cristinaarroyo@hotmail.com,Colombia,Barranquilla,1/11/1963
489,Emigdio Cid Ribes,carolina27@armas.com,Colombia,Bogotá,7/4/1970
490,Valerio Torrens Berrocal,escobarangeles@luz.es,Colombia,Bucaramanga,8/4/1969
491,Juan Carlos Sanjuan-Requena,emilianaarellano@escolano.org,Colombia,Medellín,4/11/1959
492,Custodia de Carpio,rosalia88@simo.net,Colombia,Bucaramanga,17/9/1972
493,Rómulo Company Sánchez,felicianoaroca@gmail.com,Colombia,Medellín,17/10/1973
494,Dionisia Múñiz Santana,badiaangela@echeverria.es,Colombia,Bucaramanga,18/7/1975
495,Martina Moreno Rius,jeremias15@cabanas.es,Colombia,Medellín,19/7/1974
496,Jonatan Tormo Ballester,inocenciosanz@gmail.com,Colombia,Barranquilla,24/10/1968
497,Pacífica Ferrera Palmer,nicocastejon@gmail.com,Colombia,Bogotá,26/10/1968
498,Teodosio Solana Segarra,martirionunez@gmail.com,Colombia,Cali,14/3/1970
499,Yolanda Carlota Gras Bolaños,lgascon@yahoo.com,Colombia,Medellín,8/7/1960
500,Paulina Huerta Huguet,lgiron@gmail.com,Colombia,Barranquilla,17/7/1962
501,Joel Varela Aragonés,ztello@hotmail.com,Colombia,Barranquilla,27/3/1993
502,Ariel de Ramos,pliniomarques@botella.es,Colombia,Bucaramanga,23/5/2007
503,Tecla Amador Sanz,sandraramirez@gmail.com,Colombia,Bucaramanga,16/2/1991
504,Tito Bejarano Plaza,martinteodosio@yahoo.com,Colombia,Barranquilla,14/2/2006
505,Martín Narváez Ballesteros,canterorodolfo@yahoo.com,Colombia,Bucaramanga,24/4/1962
506,Flavia Díez Bautista,nicanorgomez@carballo.net,Colombia,Bogotá,22/9/1977
507,Nieves Rocha,barrosoramon@yahoo.com,Colombia,Bucaramanga,27/8/1993
508,Saturnina Casado,vito95@hotmail.com,Colombia,Bogotá,9/9/1990
509,Apolinar Portillo Escamilla,canalesfidel@yahoo.com,Colombia,Bogotá,7/8/1969
510,Bárbara Fuente Viñas,sigfrido82@oliver-rivera.es,Colombia,Bucaramanga,25/5/1972
511,Aitor Guerra Vizcaíno,pnovoa@hotmail.com,Colombia,Medellín,28/11/1999
512,Soledad Salgado,claudia24@gmail.com,Colombia,Bogotá,25/6/1992
513,Elvira Arévalo Colomer,xavier29@gmail.com,Colombia,Barranquilla,19/6/1971
514,Cecilio Gárate Caro,consuelo27@pelayo-espinosa.net,Colombia,Bogotá,5/2/1981
515,Brunilda Peralta Sanabria,domingo06@codina-sedano.es,Colombia,Barranquilla,11/9/1996
516,Eusebia Marqués,marisela92@hotmail.com,Colombia,Cali,5/6/2006
517,Pío Tejero Arjona,menaamador@gimenez-salmeron.es,Colombia,Cali,11/4/1963
518,Miguela Charo Zurita Girona,alonsoblanes@hotmail.com,Colombia,Barranquilla,25/3/2005
519,José María Prado Ferreras,elisa98@gmail.com,Colombia,Cali,7/8/1969
520,Flora Polo Peralta,onofre54@bonilla-garriga.es,Colombia,Barranquilla,23/8/1989
521,Ceferino Samuel Rodrigo Ribas,cobohipolito@taboada-zapata.es,Colombia,Cali,6/2/1985
522,Abraham Recio Llano,cayetanasevilla@hotmail.com,Colombia,Bucaramanga,10/3/1972
523,Ema Trujillo Arnal,ana87@gmail.com,Colombia,Bogotá,12/9/1959
524,Eleuterio Marín Sureda,silvestre27@hierro.org,Colombia,Bogotá,14/4/2000
525,Marisa Terrón Rubio,xcarreras@hotmail.com,Colombia,Barranquilla,12/8/1970
526,Amparo Coll-Montenegro,pepecardenas@gmail.com,Colombia,Barranquilla,30/1/1988
527,Amanda Manjón Manzanares,maria-doloresespanol@diego.es,Colombia,Cali,8/1/1980
528,Octavio Pareja-Báez,albertcerro@hotmail.com,Colombia,Bogotá,12/7/1992
529,Evita Cánovas Calatayud,anitaginer@zaragoza.com,Colombia,Cali,23/9/1964
530,Sebastián Castro Alemany,mateo52@yahoo.com,Colombia,Bucaramanga,6/4/1980
531,Ramón Carrasco Girón,javieragonzalez@casares-gallego.com,Colombia,Cali,17/7/2006
532,Antonio Alfonso Tomé,ferrandizcandido@gmail.com,Colombia,Barranquilla,16/8/1967
533,Alfredo Batalla-Mata,casalszoraida@fuertes.es,Colombia,Medellín,8/6/1969
534,Luis Miguel Oliveras-Ortuño,anselmabayo@alcala.net,Colombia,Cali,22/3/1971
535,Adela de Gargallo,jose92@yahoo.com,Colombia,Medellín,5/9/1983
536,Imelda Gargallo Vilar,wcarbajo@casals-solano.com,Colombia,Bogotá,11/2/1984
537,León Poncio Armas Blanca,ycarlos@yahoo.com,Colombia,Bucaramanga,5/10/1980
538,Coral Ramón Manso,rociobanos@yahoo.com,Colombia,Cali,26/5/1960
539,Nerea Calzada Prieto,carreraseric@yahoo.com,Colombia,Cali,20/9/1999
540,Raimundo Domingo Barón,nilofonseca@hotmail.com,Colombia,Medellín,19/5/1975
541,Paola Valera Lopez,epalacio@hotmail.com,Colombia,Medellín,2/5/1994
542,Candelario Sanz-Campoy,amelia73@canizares.com,Colombia,Medellín,4/9/2005
543,Chuy Piñeiro Morillo,ester91@vizcaino.es,Colombia,Bucaramanga,2/8/2004
544,Leandra Vargas Jurado,angulotito@gmail.com,Colombia,Medellín,8/12/1980
545,Isaura Segura Araujo,ceciliamateo@cordoba.com,Colombia,Barranquilla,3/1/1986
546,Ramona Canals Trujillo,gcrespi@gmail.com,Colombia,Barranquilla,12/3/1993
547,Florinda Osorio-Luís,anayadominga@gmail.com,Colombia,Cali,10/4/1983
548,Alba Nogueira-Pintor,wochoa@ortega-barbero.net,Colombia,Bogotá,20/8/2003
549,Manu Aristides Bastida Mayol,fortunato08@arcos-serna.es,Colombia,Bucaramanga,2/12/1960
550,Marita Alonso Moliner,kmora@gmail.com,Colombia,Barranquilla,18/7/2006
551,Florentino Valdés,encarnacionmari@yahoo.com,Colombia,Barranquilla,7/5/1993
552,Sosimo Gargallo Madrigal,martinezconsuela@yahoo.com,Colombia,Medellín,15/10/1965
553,Arcelia Navarro-Llano,nroldan@benitez-matas.org,Colombia,Medellín,10/4/1996
554,Chus Ribas Quesada,bescribano@hotmail.com,Colombia,Medellín,2/7/1993
555,Natalio Solsona,hbarreda@gmail.com,Colombia,Bogotá,2/8/1969
556,Carlos del Rozas,rosalina13@yahoo.com,Colombia,Medellín,30/6/2003
557,Eduardo Guzman Ramis,conesagregorio@higueras.es,Colombia,Medellín,18/3/1989
558,Miriam Arco Franch,elias04@echeverria-arnal.es,Colombia,Barranquilla,30/3/1965
559,María Cristina Martí Bartolomé,hilda16@hotmail.com,Colombia,Barranquilla,24/2/1967
560,Paulina Vall-Carrillo,pbosch@hotmail.com,Colombia,Cali,9/11/1980
561,Serafina Porta Guzman,ernestocampillo@gmail.com,Colombia,Barranquilla,9/6/1989
562,Dominga Barba Trujillo,molinercaridad@yahoo.com,Colombia,Bucaramanga,17/4/1976
563,Valerio Coca-Parejo,paca40@hotmail.com,Colombia,Bogotá,5/8/2004
564,Onofre Heras Isern,feliciana51@hotmail.com,Colombia,Bucaramanga,19/12/1985
565,Wálter Pozo Jaume,gutierrezmanuel@gmail.com,Colombia,Bucaramanga,30/6/2002
566,Vanesa Ramos Aragón,turadriana@hotmail.com,Colombia,Bucaramanga,9/4/1988
567,Seve Cueto Julián,sosimo98@morillo.com,Colombia,Medellín,14/9/1989
568,Abel Pérez Folch,coral11@gmail.com,Colombia,Bogotá,16/9/2003
569,Teo Reguera Montenegro,qcanellas@gmail.com,Colombia,Medellín,16/9/1978
570,Aristides Ribas,rubenpi@hotmail.com,Colombia,Medellín,3/2/1961
571,Miriam de Borrell,juan-franciscodomingo@gmail.com,Colombia,Bogotá,19/9/1988
572,Dorita Brígida Borrell Pedro,alcalalina@rozas.com,Colombia,Cali,10/5/1973
573,Tomás Larrea,ipina@yahoo.com,Colombia,Cali,14/3/1974
574,Prudencio Nilo Fajardo Ripoll,bcoello@juarez-gutierrez.es,Colombia,Cali,14/3/1999
575,Anselma Alarcón Somoza,jimena63@pla.com,Colombia,Barranquilla,13/7/1963
576,Flavio Guitart Sotelo,adadiajose-luis@hotmail.com,Colombia,Cali,23/5/1986
577,Benigna Armengol Escobar,anitaurena@yahoo.com,Colombia,Barranquilla,19/8/1965
578,Olimpia Roselló Cifuentes,millanarsenio@gmail.com,Colombia,Barranquilla,26/1/1984
579,Elisabet Lago Laguna,ucozar@hotmail.com,Colombia,Barranquilla,28/10/1969
580,Tamara del Baena,baltasargras@araujo.org,Colombia,Bogotá,27/4/1991
581,Azahar Uría Armas,leire87@yahoo.com,Colombia,Medellín,9/8/1969
582,Félix Bueno Frías,perlitadieguez@hotmail.com,Colombia,Bogotá,28/8/2004
583,Cloe Acosta-Zorrilla,pbenitez@busquets-mulet.com,Colombia,Bogotá,6/11/2005
584,Haroldo Pereira Camino,ambrosiobertran@yahoo.com,Colombia,Bucaramanga,16/4/2002
585,Manuel Adán-Mur,umorcillo@castello.org,Colombia,Medellín,24/4/1963
586,Leocadio Pizarro Bru,gaspar36@gmail.com,Colombia,Barranquilla,14/8/1970
587,Reyna Quevedo López,martinamor@menendez-castro.es,Colombia,Medellín,2/6/1994
588,Jose Ignacio Salinas,kledesma@hotmail.com,Colombia,Bogotá,14/4/1988
589,María Luisa Estrada Rovira,arjonaarmida@yahoo.com,Colombia,Medellín,16/10/1974
590,Jose Miguel Águila Zamorano,adelina61@mas-comas.com,Colombia,Cali,16/2/1995
591,Emiliana Asenjo Benito,vicensteodoro@busquets-sobrino.org,Colombia,Bogotá,19/5/1999
592,Rodrigo Vara Alegre,yescobar@pozo.com,Colombia,Cali,15/10/1979
593,Maristela Sanz Sandoval,zaida23@gmail.com,Colombia,Medellín,20/8/2000
594,Tristán Camino-Roura,pratdemetrio@duarte.es,Colombia,Bogotá,5/2/1987
595,Paola Lara Mateo Palomo,chucho22@gmail.com,Colombia,Barranquilla,11/8/1960
596,Timoteo Amor,pcodina@ruano.net,Colombia,Bogotá,25/1/1991
597,Jordi Roca Almeida,vanesacorominas@salgado.com,Colombia,Cali,16/1/1976
598,Eugenio Pou,adan16@valcarcel-manso.com,Colombia,Cali,11/8/1992
599,Marta Torrents,alvarezalejo@moles-bartolome.org,Colombia,Medellín,28/6/1967
600,María Ángeles Oliver Sanabria,cuellarlucio@hotmail.com,Colombia,Bucaramanga,6/12/1982
601,Cristina Vera Gimenez,scastro@hotmail.com,Colombia,Medellín,3/5/2005
