Id_orden,Id_cliente,Id_empleado,Fecha_orden,Id_metodo,Total
737,424,13,11/7/2025,1,2536271
738,586,17,16/1/2025,2,3693811
739,174,5,1/6/2025,3,3026072
740,275,16,2/7/2025,2,1030723
741,172,14,15/6/2025,3,4032462
742,307,16,25/2/2025,1,3529335
743,258,8,31/1/2025,4,2140377
744,469,4,29/3/2025,2,3055656
745,7,13,29/1/2025,3,3686747
746,824,11,22/3/2025,4,3307970
747,441,20,10/7/2025,2,3020233
748,329,20,18/2/2025,2,4518224
749,322,6,18/5/2025,4,3177120
750,299,16,15/1/2025,5,2533602
751,334,13,13/7/2025,3,3796178
752,374,4,2/5/2025,5,2176044
753,607,18,18/5/2025,2,725788
754,976,15,6/6/2025,2,4178026
755,817,10,25/3/2025,1,3932128
756,690,16,3/5/2025,2,3040344
757,248,9,27/2/2025,2,4049454
758,809,13,16/6/2025,1,4267044
759,613,16,3/4/2025,5,3862196
760,548,17,25/6/2025,4,808408
761,810,12,22/4/2025,5,1212880
762,112,8,2/7/2025,3,1895348
763,663,20,21/3/2025,1,3852236
764,991,11,16/1/2025,4,1388727
765,11,4,4/4/2025,3,2362280
766,523,17,1/4/2025,5,2354148
767,457,12,29/5/2025,4,4384455
768,791,19,17/6/2025,5,1764540
769,354,1,12/5/2025,4,1377023
770,303,14,23/4/2025,1,1473660
771,852,5,12/4/2025,3,3116325
772,352,15,2/3/2025,2,4871428
773,495,12,22/3/2025,4,1318921
774,449,15,13/1/2025,3,1063499
775,308,2,24/1/2025,1,689457
776,870,11,10/3/2025,1,1878702
777,953,8,29/4/2025,5,1963419
778,566,6,5/4/2025,3,4076645
779,982,15,15/2/2025,2,3897784
780,645,6,25/4/2025,2,4125006
781,406,1,25/1/2025,5,2155277
782,461,19,20/2/2025,4,3761790
783,5,7,22/2/2025,2,2834925
784,771,3,14/2/2025,5,1353558
785,819,18,3/4/2025,2,3568494
786,334,7,26/1/2025,4,1455923
787,269,16,8/6/2025,5,3129024
788,612,13,27/2/2025,5,3792897
789,602,4,15/2/2025,3,3452663
790,866,15,5/3/2025,5,1947265
791,834,10,20/3/2025,5,1210951
792,689,5,16/4/2025,3,1488695
793,245,10,25/4/2025,1,2035488
794,383,5,22/6/2025,5,3758666
795,429,20,2/5/2025,2,3718792
796,434,6,21/4/2025,4,1953198
797,569,6,30/5/2025,4,2922921
798,144,6,12/5/2025,3,4283270
799,635,2,5/2/2025,3,580391
800,497,5,24/3/2025,2,3720757
801,987,18,27/2/2025,5,4652108
802,419,16,12/3/2025,4,4223298
803,501,6,11/5/2025,1,758878
804,815,8,23/5/2025,3,774266
805,282,8,22/2/2025,5,2921542
806,173,15,9/6/2025,5,4654989
807,563,17,10/4/2025,1,1458034
808,275,18,7/7/2025,3,849054
809,779,15,22/3/2025,5,2333262
810,436,4,23/4/2025,2,2997363
811,896,2,17/3/2025,4,2704653
812,357,3,16/1/2025,4,1484705
813,795,8,16/1/2025,2,3441304
814,882,20,23/6/2025,4,1892354
815,631,5,29/4/2025,2,2235961
816,825,2,3/6/2025,5,3442853
817,546,9,27/2/2025,5,1912451
818,332,10,11/6/2025,3,2742636
819,976,17,26/5/2025,1,1637402
820,986,14,19/3/2025,1,2826358
821,888,5,13/1/2025,2,2594444
822,150,11,4/2/2025,2,3794212
823,502,5,13/6/2025,5,2754162
824,643,14,13/7/2025,4,4291581
825,78,3,28/4/2025,4,4825279
826,768,9,8/3/2025,3,4314263
827,974,16,30/3/2025,3,520745
828,890,3,14/3/2025,4,3504990
829,871,3,29/4/2025,5,3836282
830,224,14,14/3/2025,2,4649969
831,275,11,10/2/2025,3,3333295
832,561,19,21/4/2025,2,4571309
833,808,11,19/3/2025,1,885397
834,102,15,15/3/2025,1,1542176
835,952,6,11/4/2025,4,4329551
836,1,14,5/3/2025,2,1606567
837,904,10,21/2/2025,2,2798641
838,96,12,21/2/2025,3,1191393
839,381,6,20/6/2025,1,3824754
840,641,10,30/5/2025,2,4100650
841,672,3,20/4/2025,1,509112
842,219,16,20/3/2025,1,1613166
843,608,8,11/7/2025,5,4233491
844,10,1,7/6/2025,3,1511613
845,881,14,6/7/2025,2,4507240
846,73,8,2/6/2025,4,1249363
847,749,4,20/1/2025,1,3128582
848,377,10,11/4/2025,2,3710496
849,793,5,9/7/2025,2,1073878
850,544,19,12/7/2025,1,1876709
851,451,12,7/6/2025,2,1769818
852,942,14,10/2/2025,5,4210984
853,881,7,14/5/2025,1,1342762
854,144,4,2/7/2025,5,3721493
855,360,14,28/4/2025,3,1672980
856,254,9,12/1/2025,1,2581775
857,567,20,20/1/2025,5,2890088
858,798,1,31/1/2025,3,2223403
859,531,20,19/1/2025,5,2082481
860,766,13,15/4/2025,3,957759
861,803,8,3/2/2025,4,3737042
862,116,8,27/6/2025,4,1095691
863,541,1,9/6/2025,3,3154765
864,136,13,7/2/2025,5,4030459
865,375,18,1/5/2025,2,4451157
866,978,3,7/2/2025,1,1066504
867,15,9,24/5/2025,2,834091
868,945,2,24/3/2025,4,4749757
869,294,17,13/6/2025,4,4053206
870,719,13,17/6/2025,1,1780776
871,285,3,1/7/2025,3,1162880
872,524,7,22/2/2025,2,4999566
873,335,13,20/1/2025,5,1054613
874,318,14,21/3/2025,2,985750
875,251,3,12/7/2025,4,1472965
876,465,20,10/3/2025,5,961613
877,317,6,6/6/2025,1,606241
878,725,5,13/6/2025,1,1874327
879,509,12,22/4/2025,5,4838779
880,802,9,24/3/2025,2,3619466
881,130,9,4/5/2025,1,746258
882,344,14,30/4/2025,3,4894407
883,66,9,24/6/2025,5,1146510
884,509,15,22/1/2025,5,3520938
885,57,16,29/6/2025,5,1899902
886,377,6,26/1/2025,3,1363228
887,916,19,3/7/2025,1,2415995
888,759,17,16/6/2025,1,869416
889,880,1,19/1/2025,2,885721
890,484,12,2/5/2025,4,1759001
891,184,2,18/5/2025,5,4017924
892,230,11,5/6/2025,2,3991813
893,938,11,8/7/2025,3,1153364
894,586,12,21/3/2025,1,4711424
895,690,2,15/6/2025,2,2372211
896,824,17,17/2/2025,1,3863201
897,71,15,27/4/2025,3,3106321
898,336,3,31/1/2025,5,4331464
899,9,12,19/5/2025,2,2946076
900,578,10,20/4/2025,5,2534942
901,476,12,23/1/2025,5,4638609
902,792,7,30/6/2025,5,2556273
903,155,1,24/2/2025,4,700573
904,239,18,2/7/2025,3,580487
905,974,11,15/1/2025,1,3656422
906,870,10,29/4/2025,1,2221295
907,543,8,18/1/2025,4,4627437
908,985,2,9/3/2025,2,2847344
909,96,2,9/6/2025,2,4860056
910,423,12,10/2/2025,4,1212213
911,595,4,26/4/2025,5,1619995
912,653,13,15/1/2025,1,1022466
913,446,5,1/7/2025,2,2946755
914,268,11,27/2/2025,4,3236796
915,326,15,21/1/2025,3,2459673
916,77,7,9/7/2025,2,1414130
917,160,4,21/1/2025,2,4271239
918,478,11,1/5/2025,4,1512813
919,549,12,10/5/2025,2,4290955
920,316,15,2/4/2025,3,1505907
921,93,6,15/1/2025,3,838310
922,221,11,4/6/2025,2,1265149
923,729,8,13/2/2025,3,3823939
924,526,2,29/1/2025,3,2682437
925,840,6,21/1/2025,1,3892287
926,876,15,17/5/2025,5,2595915
927,97,15,3/5/2025,1,1672669
928,125,1,25/2/2025,1,2364688
929,134,7,24/5/2025,4,3622573
930,703,3,10/4/2025,5,2671144
931,940,3,10/5/2025,1,1040830
932,203,15,19/3/2025,2,1271572
933,927,11,27/6/2025,1,858162
934,965,15,8/7/2025,1,1909195
935,947,19,1/3/2025,4,3813489
936,509,1,19/2/2025,4,4079117
937,177,12,13/3/2025,2,2069937
938,282,9,2/7/2025,4,1746810
939,36,20,20/2/2025,5,2561792
940,663,10,20/1/2025,4,3956041
941,904,18,7/6/2025,4,1011529
942,90,9,14/6/2025,4,1651219
943,430,7,20/5/2025,5,2590002
944,646,18,4/4/2025,1,3708626
945,801,12,26/2/2025,4,4565786
946,353,19,26/4/2025,5,3197813
947,398,9,1/4/2025,2,718632
948,327,20,11/7/2025,2,745815
949,918,9,11/7/2025,1,4456775
950,543,12,21/1/2025,5,2452550
951,998,6,6/7/2025,1,2579175
952,673,8,11/5/2025,3,4976912
953,836,2,8/3/2025,2,3758324
954,364,6,3/3/2025,2,2484334
955,607,11,8/4/2025,3,736613
956,721,12,5/3/2025,5,1692040
957,577,7,27/4/2025,4,3092525
958,180,16,5/7/2025,1,1257133
959,58,8,13/3/2025,5,2335502
960,21,17,19/2/2025,4,505733
961,340,20,10/3/2025,2,1594625
962,349,6,7/3/2025,3,999591
963,23,5,23/4/2025,5,1688268
964,793,4,23/3/2025,5,3560917
965,984,3,4/7/2025,3,3818496
966,601,4,23/3/2025,3,3031389
967,331,5,25/1/2025,2,4164717
968,811,16,2/2/2025,3,1961317
969,725,18,15/4/2025,5,3493269
970,229,19,30/4/2025,2,3674115
971,315,10,20/4/2025,2,1990725
972,747,1,6/2/2025,5,3784990
973,872,19,20/1/2025,1,2027412
974,617,11,11/6/2025,5,2353003
975,655,19,6/6/2025,1,4662301
976,145,11,7/6/2025,1,2496454
977,356,11,16/3/2025,2,1244287
978,842,11,16/5/2025,4,595593
979,272,7,13/1/2025,2,1068703
980,359,9,23/4/2025,1,510747
981,50,13,9/6/2025,4,4020306
982,993,6,8/7/2025,4,4636271
983,903,13,21/5/2025,3,3648643
984,104,16,22/3/2025,5,2392325
985,167,15,28/2/2025,1,780286
986,302,1,12/4/2025,3,2690497
987,975,4,20/3/2025,1,3367295
988,175,13,13/3/2025,2,1129165
989,561,3,7/4/2025,3,4549489
990,722,1,28/4/2025,4,1884096
991,622,14,6/2/2025,2,949258
992,104,11,7/5/2025,2,2093703
993,420,18,4/3/2025,5,2725202
994,677,10,10/2/2025,3,2492699
995,99,2,20/3/2025,4,4618372
996,158,2,18/5/2025,3,532007
997,438,3,3/5/2025,3,4529286
998,205,4,22/4/2025,1,2236047
999,175,10,27/3/2025,1,4472598
1000,865,4,6/3/2025,3,3834197
